EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
167,23,No,Travel_Frequently,Human Resources,7,2,Marketing,2,Male,3,1,Research Scientist,2,Single,231182,1,Yes,16,3,2,1,35,3,3,21,9,9,5
168,25,Yes,Travel_Rarely,Sales,9,5,Marketing,4,Female,4,5,Manufacturing Director,4,Divorced,18842,6,No,20,3,3,3,37,6,4,21,9,11,13
169,44,No,Travel_Rarely,Sales,22,5,Other,1,Female,3,3,Healthcare Representative,2,Divorced,116546,9,No,13,4,1,1,15,4,3,40,7,9,8
170,26,No,Travel_Frequently,Research & Development,2,1,Other,3,Male,3,1,Laboratory Technician,2,Single,66686,3,Yes,25,3,4,2,4,2,4,20,16,0,13
171,54,No,Travel_Frequently,Human Resources,5,5,Medical,2,Female,1,4,Human Resources,3,Married,49088,1,Yes,16,3,3,3,37,1,1,18,7,15,0
172,50,No,Travel_Frequently,Human Resources,22,2,Life Sciences,4,Female,1,5,Manufacturing Director,4,Divorced,195507,3,No,13,3,4,1,34,6,1,20,18,7,12
173,59,No,Non-Travel,Research & Development,7,2,Human Resources,4,Male,3,2,Healthcare Representative,3,Single,141351,5,No,25,3,4,1,7,4,3,22,4,4,4
174,41,No,Non-Travel,Human Resources,4,5,Technical Degree,3,Female,1,3,Healthcare Representative,4,Married,236715,7,No,14,3,4,0,36,0,4,6,5,8,13
175,32,No,Non-Travel,Human Resources,19,4,Life Sciences,4,Male,3,2,Manager,2,Single,107673,3,No,12,3,1,2,11,0,3,22,7,15,6
176,49,No,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Female,2,5,Laboratory Technician,2,Single,82760,9,Yes,21,3,2,3,19,1,1,13,4,1,4
177,49,Yes,Travel_Rarely,Research & Development,14,1,Other,4,Female,2,4,Human Resources,1,Single,49419,7,Yes,23,3,2,1,9,6,4,31,14,11,7
178,41,No,Travel_Rarely,Human Resources,30,5,Life Sciences,3,Male,4,4,Laboratory Technician,3,Single,152299,5,Yes,12,3,4,0,20,0,3,30,1,8,2
179,58,No,Travel_Rarely,Research & Development,28,4,Other,2,Female,2,1,Manager,1,Married,244802,6,No,17,3,4,3,21,2,1,8,4,8,14
180,29,Yes,Travel_Rarely,Sales,18,4,Other,1,Female,1,2,Laboratory Technician,3,Single,246188,6,Yes,16,3,3,1,37,5,1,17,8,11,5
181,56,No,Travel_Frequently,Research & Development,25,3,Human Resources,4,Female,3,4,Laboratory Technician,2,Married,130810,0,Yes,12,3,2,2,31,2,3,37,5,11,13
182,19,No,Non-Travel,Sales,26,1,Human Resources,2,Female,4,2,Human Resources,2,Married,151934,4,No,22,3,3,1,13,3,4,8,5,4,17
183,20,No,Travel_Rarely,Sales,22,4,Medical,1,Male,2,4,Sales Executive,2,Married,61727,2,No,23,3,4,1,11,0,4,30,12,2,3
184,54,No,Travel_Rarely,Human Resources,5,3,Other,2,Female,1,2,Healthcare Representative,2,Divorced,47981,0,No,14,3,2,0,39,5,1,35,16,3,15
185,34,No,Travel_Rarely,Human Resources,26,5,Marketing,2,Female,4,3,Human Resources,4,Divorced,187966,9,No,16,3,3,0,24,5,4,13,6,5,8
186,19,No,Travel_Frequently,Research & Development,7,4,Technical Degree,4,Male,3,5,Healthcare Representative,4,Single,196917,0,No,10,3,2,1,7,3,1,27,5,14,6
187,19,No,Travel_Rarely,Research & Development,13,3,Medical,4,Female,3,3,Research Scientist,1,Married,132435,4,Yes,13,3,2,3,2,2,2,13,1,9,0
188,45,No,Travel_Rarely,Human Resources,7,1,Life Sciences,3,Female,1,5,Sales Executive,2,Divorced,62918,5,No,11,3,4,1,36,3,2,6,0,3,9
189,40,No,Non-Travel,Sales,20,2,Medical,4,Female,3,2,Research Scientist,3,Divorced,137693,9,No,19,3,2,0,26,2,1,31,2,1,16
190,54,No,Travel_Frequently,Research & Development,11,3,Other,3,Male,2,1,Sales Executive,3,Single,182109,8,Yes,19,3,3,2,37,0,1,12,3,6,14
191,49,Yes,Non-Travel,Human Resources,27,1,Medical,4,Male,3,4,Laboratory Technician,3,Single,128909,4,No,10,3,3,3,24,1,2,15,8,0,6
192,50,No,Travel_Rarely,Research & Development,2,1,Other,2,Male,2,4,Research Scientist,1,Married,138446,2,Yes,15,3,4,2,35,2,3,0,2,0,15
193,18,No,Travel_Frequently,Sales,11,5,Marketing,3,Male,1,5,Healthcare Representative,4,Divorced,40641,0,No,25,3,2,0,30,3,1,35,2,4,5
194,36,No,Non-Travel,Sales,7,2,Technical Degree,3,Male,1,4,Laboratory Technician,4,Married,234558,4,No,17,3,2,0,23,3,1,22,1,11,7
195,19,No,Travel_Frequently,Sales,20,1,Medical,2,Female,4,3,Research Scientist,1,Divorced,207934,5,No,25,3,2,1,5,1,3,19,4,12,13
196,43,No,Non-Travel,Research & Development,4,1,Marketing,1,Male,4,1,Manufacturing Director,2,Married,194615,0,No,23,3,3,3,1,5,1,9,8,12,13
197,49,No,Travel_Frequently,Human Resources,7,1,Marketing,4,Male,2,5,Human Resources,1,Divorced,127410,9,Yes,11,3,4,0,29,3,4,17,4,2,14
198,23,No,Travel_Frequently,Research & Development,17,2,Life Sciences,3,Male,2,5,Laboratory Technician,2,Single,79574,8,No,12,3,3,1,7,6,2,4,1,4,14
199,49,No,Non-Travel,Human Resources,1,1,Life Sciences,4,Male,1,3,Research Scientist,1,Single,133525,1,No,15,3,4,2,15,4,3,5,9,2,6
200,21,No,Travel_Frequently,Human Resources,20,4,Marketing,4,Male,1,5,Laboratory Technician,4,Married,229436,6,No,25,3,2,3,34,0,2,20,15,2,3
201,28,No,Travel_Frequently,Research & Development,17,1,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,19103,5,No,21,3,2,0,23,6,3,37,12,6,13
202,34,No,Travel_Frequently,Sales,16,2,Life Sciences,3,Male,4,5,Human Resources,2,Divorced,98905,0,Yes,25,3,2,2,15,4,3,5,7,5,17
203,55,Yes,Travel_Frequently,Research & Development,27,1,Technical Degree,3,Male,4,3,Laboratory Technician,2,Single,246164,5,No,10,3,1,3,34,2,4,27,11,4,14
204,41,No,Non-Travel,Human Resources,7,2,Life Sciences,4,Male,4,1,Research Scientist,1,Married,165539,6,Yes,17,3,4,2,14,4,3,26,14,6,10
205,22,No,Travel_Rarely,Research & Development,4,4,Life Sciences,2,Female,1,4,Healthcare Representative,4,Divorced,191412,8,No,22,3,4,2,13,4,4,24,0,5,7
206,51,No,Travel_Frequently,Sales,20,1,Life Sciences,3,Female,2,2,Laboratory Technician,4,Divorced,158315,1,No,25,3,2,3,26,2,2,31,7,12,2
207,23,No,Non-Travel,Sales,11,2,Life Sciences,3,Female,3,2,Manager,1,Divorced,133419,0,No,17,3,3,1,40,5,4,22,10,0,6
208,39,No,Travel_Rarely,Sales,26,2,Marketing,2,Female,2,5,Sales Executive,4,Married,16526,1,No,21,4,3,1,35,3,1,40,11,5,9
209,28,No,Non-Travel,Human Resources,2,5,Human Resources,1,Male,2,3,Manager,1,Married,147164,1,No,22,3,2,2,23,0,4,11,6,5,13
210,33,No,Travel_Rarely,Human Resources,5,1,Medical,1,Female,4,1,Manufacturing Director,4,Single,202780,4,No,16,4,4,0,36,0,3,12,14,2,14
211,50,No,Travel_Frequently,Human Resources,7,4,Other,4,Male,4,5,Laboratory Technician,3,Married,93257,3,Yes,25,3,4,3,14,4,3,26,17,12,9
212,26,No,Non-Travel,Sales,14,5,Life Sciences,2,Male,4,4,Healthcare Representative,3,Divorced,31878,7,Yes,11,3,2,0,14,6,1,19,17,10,10
213,23,No,Travel_Frequently,Human Resources,16,1,Human Resources,1,Male,4,2,Human Resources,3,Single,50963,1,No,11,3,2,2,30,0,1,35,15,11,14
214,33,No,Travel_Rarely,Human Resources,20,4,Marketing,3,Female,2,4,Manager,2,Single,89579,5,No,13,4,1,3,23,3,3,17,9,15,10
215,46,No,Travel_Frequently,Research & Development,15,1,Marketing,2,Female,4,3,Human Resources,1,Married,132525,6,No,19,3,1,3,8,4,3,25,3,6,5
216,20,Yes,Travel_Frequently,Research & Development,26,2,Human Resources,4,Female,1,1,Human Resources,2,Divorced,136390,3,Yes,11,3,3,0,12,6,1,23,9,15,4
217,37,No,Travel_Rarely,Human Resources,13,4,Other,1,Male,3,1,Research Scientist,4,Single,76795,5,No,20,3,3,3,13,2,3,13,7,1,0
218,53,No,Travel_Frequently,Sales,27,5,Human Resources,2,Male,1,1,Healthcare Representative,3,Divorced,205322,8,No,18,3,3,2,10,3,4,13,6,8,4
219,36,No,Travel_Rarely,Research & Development,30,4,Technical Degree,4,Male,1,4,Manufacturing Director,3,Single,141015,1,No,16,4,1,0,5,1,3,8,5,15,17
220,43,Yes,Travel_Frequently,Sales,4,2,Marketing,2,Male,3,2,Manager,1,Single,59568,7,Yes,24,3,3,0,17,6,2,3,1,8,10
221,20,No,Travel_Frequently,Research & Development,30,4,Other,2,Male,3,1,Sales Executive,3,Divorced,207233,6,Yes,25,4,4,2,11,3,1,21,13,4,2
222,36,No,Travel_Frequently,Human Resources,8,2,Medical,3,Male,3,1,Laboratory Technician,2,Divorced,80863,2,No,13,3,1,2,33,5,3,18,2,11,13
223,37,No,Travel_Frequently,Human Resources,24,5,Human Resources,3,Male,1,1,Sales Executive,2,Married,219986,3,No,23,3,3,2,24,1,3,30,11,3,12
224,49,Yes,Travel_Rarely,Sales,29,1,Life Sciences,3,Male,3,5,Sales Executive,4,Single,216225,0,No,22,3,4,2,14,3,4,34,2,14,5
225,24,Yes,Travel_Frequently,Research & Development,8,4,Medical,4,Female,4,4,Laboratory Technician,2,Married,48256,9,Yes,11,3,1,0,38,4,4,30,3,8,13
226,58,Yes,Non-Travel,Research & Development,30,3,Medical,1,Male,2,5,Research Scientist,2,Single,192937,0,No,10,3,3,2,37,5,3,10,5,11,1
227,50,No,Travel_Rarely,Sales,16,2,Technical Degree,3,Male,1,3,Human Resources,1,Single,22213,0,No,15,4,1,1,4,3,1,0,9,13,3
228,57,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,1,2,Laboratory Technician,3,Married,38284,9,Yes,14,4,3,2,39,1,3,29,1,3,6
229,56,No,Travel_Frequently,Sales,24,2,Life Sciences,3,Male,3,4,Manager,4,Divorced,178141,9,No,23,3,3,3,21,0,3,37,4,13,4
230,35,No,Travel_Rarely,Sales,23,2,Other,2,Female,3,4,Laboratory Technician,2,Divorced,215253,3,No,16,3,1,1,35,3,3,34,17,3,2
231,57,No,Non-Travel,Human Resources,19,1,Life Sciences,3,Female,2,2,Manufacturing Director,4,Single,65485,8,No,13,3,4,3,9,5,4,39,15,4,16
232,18,No,Non-Travel,Human Resources,28,3,Medical,1,Female,2,1,Healthcare Representative,1,Married,113580,4,Yes,15,3,3,2,11,0,4,8,1,6,11
233,28,No,Travel_Frequently,Sales,29,2,Medical,2,Female,1,5,Sales Executive,4,Married,233903,9,No,19,3,1,0,18,1,2,23,15,14,17
234,45,Yes,Travel_Frequently,Sales,21,1,Marketing,1,Female,2,1,Laboratory Technician,4,Married,164894,4,No,20,3,1,1,39,5,3,29,5,14,10
235,42,No,Travel_Rarely,Research & Development,7,2,Other,3,Male,4,4,Manufacturing Director,1,Single,147308,2,Yes,15,3,2,2,0,3,1,5,18,4,1
236,40,No,Non-Travel,Human Resources,27,2,Life Sciences,3,Female,4,5,Manager,1,Single,187966,7,No,23,4,1,0,20,0,4,2,12,9,4
237,48,No,Travel_Rarely,Sales,9,3,Medical,4,Male,1,4,Manufacturing Director,1,Single,85794,8,No,19,3,4,2,1,3,1,13,10,13,10
238,47,No,Travel_Rarely,Sales,3,4,Medical,3,Male,3,5,Human Resources,2,Married,232230,8,Yes,25,3,3,1,18,3,1,37,9,5,11
239,59,No,Travel_Rarely,Sales,5,2,Marketing,4,Female,1,4,Manager,2,Married,177153,1,No,11,4,2,3,18,0,4,13,15,9,7
240,52,No,Non-Travel,Research & Development,3,3,Medical,1,Male,4,3,Healthcare Representative,4,Divorced,72959,7,No,22,4,4,1,29,2,4,25,3,12,0
241,24,No,Travel_Rarely,Human Resources,7,1,Marketing,4,Male,2,3,Human Resources,1,Divorced,202997,8,Yes,18,3,3,2,22,2,1,23,4,1,12
242,33,No,Non-Travel,Human Resources,3,4,Marketing,2,Male,2,1,Laboratory Technician,1,Single,223004,1,No,21,3,1,0,3,4,1,21,16,4,3
243,43,No,Travel_Rarely,Research & Development,24,4,Human Resources,1,Female,1,4,Healthcare Representative,3,Married,160703,1,Yes,21,4,4,1,4,4,2,11,16,9,1
244,19,No,Travel_Rarely,Human Resources,26,5,Other,1,Male,1,2,Research Scientist,4,Single,58867,4,Yes,14,3,4,0,12,0,1,39,14,3,8
245,18,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,4,Male,2,1,Laboratory Technician,3,Married,134633,1,No,19,3,2,2,36,0,3,40,17,15,8
246,29,No,Non-Travel,Human Resources,22,3,Medical,2,Female,4,2,Manager,3,Married,62441,0,No,24,3,1,1,26,3,1,26,1,0,12
247,22,No,Travel_Rarely,Research & Development,22,3,Medical,3,Female,3,4,Manufacturing Director,4,Married,65394,1,No,10,4,3,3,40,0,1,24,11,3,12
248,54,No,Travel_Rarely,Sales,28,5,Medical,3,Female,3,1,Healthcare Representative,2,Divorced,93708,1,Yes,12,3,2,1,12,5,3,4,4,10,11
249,49,Yes,Travel_Frequently,Sales,1,1,Human Resources,3,Female,4,2,Laboratory Technician,2,Divorced,182244,4,No,25,3,1,2,29,2,4,10,14,1,6
250,26,No,Travel_Rarely,Sales,27,4,Technical Degree,4,Female,3,4,Research Scientist,3,Married,167707,0,No,23,3,4,1,8,4,4,6,6,2,4
251,58,No,Non-Travel,Research & Development,2,4,Marketing,3,Male,4,5,Manufacturing Director,3,Divorced,75243,4,No,25,3,3,1,19,2,4,29,12,10,10
252,52,Yes,Travel_Rarely,Sales,14,4,Medical,3,Male,3,5,Sales Executive,2,Divorced,239626,4,Yes,21,3,2,1,28,4,1,29,15,3,4
253,36,Yes,Travel_Frequently,Human Resources,30,5,Medical,3,Female,2,5,Sales Executive,2,Married,64004,7,Yes,25,3,3,2,6,0,4,10,11,4,3
254,33,No,Travel_Rarely,Research & Development,5,2,Human Resources,2,Female,2,3,Human Resources,2,Single,183062,9,No,15,3,1,0,1,0,1,38,12,12,7
255,20,No,Travel_Frequently,Human Resources,21,2,Other,2,Female,1,3,Manufacturing Director,4,Divorced,226632,5,No,23,3,1,1,8,5,2,30,0,0,7
256,37,No,Non-Travel,Human Resources,11,3,Technical Degree,1,Male,3,4,Sales Executive,2,Married,161145,2,No,24,4,1,2,9,6,4,38,3,3,17
257,41,No,Travel_Frequently,Research & Development,21,5,Human Resources,2,Male,4,3,Laboratory Technician,3,Single,45896,8,No,24,3,1,0,40,5,3,8,16,14,12
258,50,No,Travel_Rarely,Research & Development,4,4,Marketing,4,Female,4,2,Healthcare Representative,3,Divorced,172320,2,No,10,3,3,1,34,2,2,15,0,1,16
259,41,No,Non-Travel,Sales,12,5,Marketing,3,Male,2,1,Laboratory Technician,1,Single,77315,5,No,19,4,3,0,31,1,4,26,7,11,16
260,28,No,Non-Travel,Research & Development,10,5,Marketing,1,Female,1,5,Manufacturing Director,3,Divorced,127448,0,No,10,3,4,2,16,4,4,16,5,14,6
261,25,No,Travel_Frequently,Human Resources,8,5,Marketing,4,Female,3,4,Human Resources,1,Divorced,27947,3,No,23,4,1,2,6,5,1,19,15,5,3
262,53,No,Travel_Frequently,Human Resources,17,3,Medical,2,Male,4,1,Research Scientist,4,Single,110035,0,No,25,3,1,0,34,4,4,6,10,15,0
263,55,No,Non-Travel,Research & Development,7,2,Human Resources,3,Male,3,4,Sales Executive,3,Single,64836,5,Yes,21,3,3,0,22,4,2,25,6,14,1
264,57,No,Travel_Frequently,Human Resources,26,5,Medical,3,Male,2,2,Manager,4,Married,113896,5,Yes,23,3,3,3,10,3,1,2,11,12,8
265,37,No,Non-Travel,Human Resources,27,4,Human Resources,3,Male,2,5,Laboratory Technician,1,Single,93399,6,No,14,3,1,0,5,4,4,37,12,10,3
266,52,No,Non-Travel,Sales,12,1,Technical Degree,2,Male,1,2,Research Scientist,2,Divorced,38129,9,No,16,3,3,2,40,3,2,18,18,5,6
267,42,Yes,Travel_Rarely,Research & Development,7,5,Human Resources,1,Male,2,1,Human Resources,3,Divorced,61548,5,No,21,4,2,2,21,3,2,7,11,2,13
268,52,No,Travel_Rarely,Human Resources,6,3,Other,4,Male,4,1,Healthcare Representative,2,Divorced,216405,9,Yes,12,3,1,1,33,4,2,10,0,13,7
269,42,No,Travel_Rarely,Sales,11,5,Life Sciences,3,Female,4,2,Healthcare Representative,3,Divorced,147085,1,Yes,20,3,3,2,10,3,1,19,18,12,11
270,46,No,Travel_Rarely,Research & Development,15,2,Medical,1,Male,2,2,Manager,2,Divorced,70846,3,No,10,3,3,0,22,3,2,39,17,3,13
271,35,No,Travel_Frequently,Human Resources,23,3,Life Sciences,3,Female,4,4,Manufacturing Director,2,Divorced,192343,5,No,11,3,1,1,23,2,1,33,11,2,1
272,35,No,Travel_Rarely,Sales,14,5,Medical,4,Male,1,3,Manufacturing Director,3,Single,166677,4,No,20,3,4,1,27,1,1,33,18,9,7
273,19,No,Travel_Rarely,Sales,23,1,Technical Degree,4,Female,1,5,Sales Executive,3,Married,194553,1,Yes,13,3,4,1,22,5,1,6,8,4,13
274,52,No,Travel_Rarely,Sales,1,1,Human Resources,2,Male,2,2,Research Scientist,1,Single,131422,9,No,14,3,2,2,38,0,4,39,1,8,4
275,33,No,Non-Travel,Sales,8,4,Human Resources,4,Female,4,4,Manufacturing Director,2,Married,21151,5,No,22,3,4,0,12,3,2,15,17,13,0
276,58,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,Male,2,5,Laboratory Technician,3,Divorced,208482,5,No,11,4,4,0,39,3,4,32,3,1,9
277,53,No,Non-Travel,Human Resources,28,5,Other,1,Female,1,3,Human Resources,4,Married,90181,1,No,24,3,1,3,2,4,4,35,2,13,7
278,50,No,Travel_Rarely,Sales,5,4,Life Sciences,2,Male,4,1,Manufacturing Director,2,Divorced,63519,8,Yes,14,4,3,0,33,3,1,29,7,3,15
279,21,No,Non-Travel,Research & Development,25,1,Marketing,3,Male,4,1,Research Scientist,4,Divorced,153427,3,No,11,3,2,3,11,1,3,17,10,10,10
280,50,No,Non-Travel,Human Resources,14,5,Technical Degree,4,Male,3,3,Healthcare Representative,2,Married,116262,9,No,15,3,1,0,3,3,4,5,17,3,8
281,31,No,Travel_Frequently,Sales,16,3,Medical,2,Female,2,1,Sales Executive,3,Married,48409,6,No,21,3,4,0,30,2,3,10,10,14,3
282,38,No,Non-Travel,Research & Development,7,3,Medical,3,Female,4,4,Healthcare Representative,2,Divorced,97115,6,Yes,17,3,4,3,33,5,3,13,11,8,7
283,37,No,Travel_Rarely,Human Resources,17,1,Life Sciences,4,Female,3,2,Laboratory Technician,4,Married,130386,7,Yes,24,3,2,3,37,1,2,33,6,3,2
284,25,No,Travel_Rarely,Research & Development,25,5,Medical,3,Male,1,2,Human Resources,2,Married,64957,1,No,13,3,4,3,0,3,3,35,10,11,14
285,24,No,Travel_Frequently,Research & Development,1,2,Human Resources,2,Female,1,5,Laboratory Technician,4,Divorced,227203,7,No,11,3,3,0,11,6,3,35,0,13,11
286,20,No,Travel_Frequently,Human Resources,1,2,Marketing,1,Female,4,3,Healthcare Representative,2,Married,18014,7,Yes,20,4,2,3,3,4,4,15,14,6,8
287,34,No,Non-Travel,Sales,3,5,Marketing,4,Male,4,1,Research Scientist,2,Married,191484,3,No,11,3,4,2,40,4,3,40,9,10,11
288,50,No,Travel_Rarely,Sales,26,4,Medical,3,Male,4,4,Healthcare Representative,2,Married,122151,6,No,11,3,1,3,37,6,1,18,5,13,16
289,29,No,Travel_Rarely,Human Resources,30,5,Life Sciences,4,Male,2,5,Research Scientist,2,Divorced,243556,0,No,13,3,1,0,38,5,1,0,6,0,6
290,39,No,Travel_Rarely,Human Resources,16,2,Life Sciences,3,Female,3,3,Laboratory Technician,3,Married,40971,2,Yes,16,3,2,1,11,2,3,24,15,9,2
291,39,No,Non-Travel,Human Resources,6,5,Human Resources,4,Female,2,1,Research Scientist,2,Single,195682,7,No,20,3,2,0,40,3,3,5,14,15,6
292,47,No,Non-Travel,Human Resources,27,5,Technical Degree,3,Female,1,3,Sales Executive,3,Married,99064,1,No,12,3,1,0,0,2,2,37,7,12,3
293,55,No,Non-Travel,Sales,20,1,Life Sciences,4,Female,2,5,Laboratory Technician,3,Married,128114,2,No,17,3,2,1,35,4,2,11,9,14,17
294,55,Yes,Travel_Rarely,Research & Development,21,2,Other,4,Male,3,4,Human Resources,2,Divorced,133711,2,Yes,13,4,2,3,11,1,1,14,17,1,2
295,25,Yes,Travel_Frequently,Sales,21,5,Marketing,4,Female,4,2,Research Scientist,2,Divorced,29952,4,No,24,3,4,1,24,1,1,29,7,10,11
296,44,No,Travel_Frequently,Sales,18,4,Medical,2,Male,1,1,Sales Executive,1,Divorced,212049,5,No,15,3,3,0,10,4,1,14,15,8,5
297,44,No,Travel_Frequently,Research & Development,8,1,Human Resources,1,Female,2,2,Laboratory Technician,3,Single,167235,4,Yes,22,3,1,0,8,0,1,30,1,14,10
298,51,No,Travel_Rarely,Sales,5,1,Marketing,2,Male,3,4,Manager,3,Single,135447,4,No,14,3,2,2,5,4,1,31,18,1,6
299,38,No,Travel_Frequently,Sales,29,5,Human Resources,3,Female,1,5,Sales Executive,4,Single,81854,7,Yes,20,3,1,2,11,2,3,6,3,9,0
300,47,No,Travel_Rarely,Sales,8,4,Human Resources,1,Male,1,1,Research Scientist,4,Married,106069,5,No,18,3,1,2,5,5,4,40,4,2,10
301,50,No,Non-Travel,Human Resources,27,5,Life Sciences,3,Male,4,5,Human Resources,3,Single,208455,7,No,24,4,1,1,7,0,4,26,15,9,5
302,45,No,Travel_Rarely,Human Resources,20,2,Medical,3,Female,4,1,Healthcare Representative,4,Married,217119,3,No,18,4,2,3,6,1,3,22,5,6,4
303,50,No,Non-Travel,Research & Development,11,2,Human Resources,2,Female,2,2,Healthcare Representative,3,Divorced,229134,3,Yes,10,3,1,1,4,1,4,40,15,9,8
304,22,Yes,Non-Travel,Sales,13,3,Medical,2,Female,4,5,Healthcare Representative,1,Divorced,195573,0,No,20,3,4,1,37,6,4,34,16,11,8
305,36,No,Non-Travel,Human Resources,20,3,Other,1,Female,3,1,Healthcare Representative,4,Single,70407,4,No,12,3,4,3,39,3,3,13,7,15,2
306,21,No,Travel_Rarely,Human Resources,25,4,Marketing,2,Male,4,2,Sales Executive,1,Married,198080,6,No,11,3,2,1,21,1,2,4,3,4,10
307,52,No,Non-Travel,Research & Development,16,5,Other,3,Male,2,1,Human Resources,3,Divorced,139266,5,No,17,3,2,0,21,5,2,15,9,9,17
308,34,No,Travel_Rarely,Human Resources,13,3,Marketing,3,Female,2,5,Manager,1,Single,91215,3,Yes,20,3,3,3,4,5,1,37,8,10,7
309,45,Yes,Non-Travel,Human Resources,28,4,Technical Degree,4,Male,3,4,Human Resources,2,Divorced,208467,1,Yes,10,3,3,2,22,2,2,25,5,10,15
310,47,No,Travel_Frequently,Human Resources,16,2,Other,2,Female,1,2,Manager,1,Single,176254,3,No,22,3,3,3,22,6,1,29,11,3,17
311,46,No,Travel_Frequently,Human Resources,18,5,Life Sciences,3,Female,3,2,Sales Executive,1,Married,61614,7,No,21,3,4,2,32,0,3,5,9,6,0
312,23,No,Travel_Frequently,Research & Development,1,2,Human Resources,4,Female,3,1,Manager,2,Single,72746,2,Yes,18,3,3,3,38,4,3,10,16,13,5
313,52,No,Travel_Rarely,Sales,3,4,Other,1,Female,2,3,Manager,3,Married,245636,9,No,16,3,4,3,25,6,3,12,8,7,14
314,58,Yes,Non-Travel,Sales,24,1,Human Resources,1,Male,1,2,Manufacturing Director,2,Married,146165,9,No,10,4,3,2,37,3,4,31,4,10,8
315,54,Yes,Travel_Rarely,Human Resources,20,5,Medical,4,Female,1,3,Laboratory Technician,4,Divorced,85129,6,No,20,3,1,1,17,5,4,23,5,3,0
316,41,No,Travel_Frequently,Human Resources,9,5,Other,1,Female,1,5,Healthcare Representative,4,Married,234307,4,No,11,4,4,1,0,3,3,35,17,4,17
317,46,Yes,Travel_Rarely,Sales,6,1,Human Resources,2,Female,2,2,Laboratory Technician,4,Divorced,110876,6,Yes,25,3,4,3,2,5,2,6,13,3,0
318,48,No,Non-Travel,Human Resources,9,1,Medical,3,Female,3,1,Research Scientist,2,Divorced,203842,6,No,11,3,4,3,0,5,4,16,8,8,11
319,52,No,Travel_Frequently,Human Resources,28,3,Other,2,Female,4,3,Manager,4,Divorced,58693,7,No,13,3,1,3,33,6,3,6,9,4,0
320,50,No,Travel_Frequently,Sales,30,3,Human Resources,2,Male,2,1,Research Scientist,4,Divorced,199128,1,No,11,3,3,3,16,3,1,20,5,0,17
321,38,No,Non-Travel,Research & Development,15,1,Other,3,Male,4,2,Manufacturing Director,2,Single,130614,2,No,11,3,1,0,0,0,1,23,8,8,14
322,49,No,Non-Travel,Human Resources,1,5,Other,4,Female,3,4,Research Scientist,4,Single,209208,0,No,21,3,3,3,4,4,3,37,8,10,8
323,40,No,Travel_Frequently,Sales,22,5,Other,3,Female,4,4,Manufacturing Director,2,Married,192960,2,No,10,3,3,0,34,1,1,4,8,10,14
324,50,No,Travel_Rarely,Sales,7,5,Human Resources,2,Male,3,2,Sales Executive,1,Single,31313,8,No,10,3,2,0,13,5,2,39,18,5,6
325,20,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1,Female,1,2,Research Scientist,2,Married,121203,0,Yes,13,3,2,2,21,4,1,13,17,3,11
326,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3,Male,1,4,Human Resources,2,Single,172490,3,No,23,3,4,2,20,4,4,15,15,7,11
327,42,No,Travel_Frequently,Sales,16,5,Human Resources,4,Male,4,2,Healthcare Representative,3,Divorced,97943,9,No,15,3,4,1,36,3,3,12,8,5,4
328,59,Yes,Non-Travel,Human Resources,4,1,Life Sciences,2,Male,1,2,Research Scientist,2,Married,71299,6,No,19,3,3,2,35,2,2,19,6,5,9
329,48,No,Non-Travel,Sales,15,3,Marketing,2,Male,4,2,Research Scientist,3,Married,181168,6,No,20,3,4,1,10,6,4,7,12,6,17
330,20,No,Non-Travel,Human Resources,24,5,Life Sciences,1,Female,1,5,Laboratory Technician,4,Married,38110,4,Yes,16,3,1,2,9,1,3,39,1,9,8
